timestamp,close,return,signal
2022-01-01 00:00:00,3715.31,0.010630455657018256,1.0
2022-01-01 08:00:00,3725.3,0.0026888738759349717,1.0
2022-01-01 16:00:00,3765.54,0.010801814618956795,1.0
2022-01-02 00:00:00,3747.22,-0.004865172060315448,1.0
2022-01-02 08:00:00,3778.17,0.008259456343636229,1.0
2022-01-02 16:00:00,3828.27,0.01326038796560236,1.0
2022-01-03 00:00:00,3808.88,-0.005064951009202567,1.0
2022-01-03 08:00:00,3784.04,-0.0065216021507634725,1.0
2022-01-03 16:00:00,3765.89,-0.004796460925360235,1.0
2022-01-04 00:00:00,3763.87,-0.0005363937873915647,1.0
2022-01-04 08:00:00,3849.52,0.022755833756213706,1.0
2022-01-04 16:00:00,3785.11,-0.01673195619194079,1.0
2022-01-05 00:00:00,3815.74,0.008092235100168654,1.0
2022-01-05 08:00:00,3820.97,0.0013706384606917421,1.0
2022-01-05 16:00:00,3540.63,-0.07336880425651071,-1.0
2022-01-06 00:00:00,3453.12,-0.02471594038349112,-1.0
2022-01-06 08:00:00,3397.01,-0.016249073301825456,-1.0
2022-01-06 16:00:00,3406.81,0.0028848899473359335,-1.0
2022-01-07 00:00:00,3202.25,-0.06004444040025714,-1.0
2022-01-07 08:00:00,3131.69,-0.022034506987274605,-1.0
2022-01-07 16:00:00,3199.24,0.021569823322231674,-1.0
2022-01-08 00:00:00,3216.13,0.005279378852477645,-1.0
2022-01-08 08:00:00,3160.72,-0.017228781174890462,-1.0
2022-01-08 16:00:00,3080.95,-0.025237920473816122,-1.0
2022-01-09 00:00:00,3127.51,0.01511222187961514,-1.0
2022-01-09 08:00:00,3098.05,-0.009419634149850808,-1.0
2022-01-09 16:00:00,3151.97,0.01740449637675301,1.0
2022-01-10 00:00:00,3163.24,0.003575541645383762,1.0
2022-01-10 08:00:00,3006.26,-0.049626332494530745,1.0
2022-01-10 16:00:00,3082.68,0.02542028966223797,1.0
2022-01-11 00:00:00,3129.59,0.015217278471979068,1.0
2022-01-11 08:00:00,3133.56,0.0012685367731875008,1.0
2022-01-11 16:00:00,3239.72,0.033878400285936694,1.0
2022-01-12 00:00:00,3217.52,-0.006852444038373595,1.0
2022-01-12 08:00:00,3361.76,0.044829558169024564,1.0
2022-01-12 16:00:00,3371.26,0.0028259007186712815,1.0
2022-01-13 00:00:00,3339.99,-0.009275463773188775,1.0
2022-01-13 08:00:00,3301.43,-0.01154494474534351,1.0
2022-01-13 16:00:00,3240.61,-0.018422320024958805,1.0
2022-01-14 00:00:00,3268.97,0.008751438772329756,1.0
2022-01-14 08:00:00,3278.0,0.002762337984135721,1.0
2022-01-14 16:00:00,3307.42,0.00897498474679681,1.0
2022-01-15 00:00:00,3313.52,0.0018443378826999979,1.0
2022-01-15 08:00:00,3361.97,0.014621912648784319,1.0
2022-01-15 16:00:00,3326.04,-0.010687186381794,1.0
2022-01-16 00:00:00,3331.75,0.0017167562627027344,1.0
2022-01-16 08:00:00,3353.5,0.006528100847902785,1.0
2022-01-16 16:00:00,3346.88,-0.001974056955419634,1.0
2022-01-17 00:00:00,3270.7,-0.02276149727507415,-1.0
2022-01-17 08:00:00,3236.65,-0.010410615464579331,-1.0
2022-01-17 16:00:00,3209.67,-0.008335779277957145,-1.0
2022-01-18 00:00:00,3187.81,-0.006810669009586712,-1.0
2022-01-18 08:00:00,3116.54,-0.022357041354409413,-1.0
2022-01-18 16:00:00,3159.85,0.01389682147509741,-1.0
2022-01-19 00:00:00,3062.0,-0.030966659809801067,-1.0
2022-01-19 08:00:00,3122.68,0.019817112998040454,-1.0
2022-01-19 16:00:00,3084.02,-0.01238039120242862,-1.0
2022-01-20 00:00:00,3138.91,0.01779819845526287,-1.0
2022-01-20 08:00:00,3261.42,0.03902947201417062,1.0
2022-01-20 16:00:00,3001.48,-0.07970147972355601,-1.0
2022-01-21 00:00:00,2882.65,-0.03959046870210692,-1.0
2022-01-21 08:00:00,2830.9,-0.017952231453697065,-1.0
2022-01-21 16:00:00,2568.15,-0.09281500582853508,-1.0
2022-01-22 00:00:00,2464.1,-0.04051554621030706,-1.0
2022-01-22 08:00:00,2387.0,-0.031289314557039094,-1.0
2022-01-22 16:00:00,2412.18,0.010548806032676827,-1.0
2022-01-23 00:00:00,2487.83,0.03136167284365188,-1.0
2022-01-23 08:00:00,2432.49,-0.02224428518025756,-1.0
2022-01-23 16:00:00,2539.01,0.04379051917993504,-1.0
2022-01-24 00:00:00,2386.65,-0.060007640773372395,-1.0
2022-01-24 08:00:00,2274.99,-0.04678524291370767,-1.0
2022-01-24 16:00:00,2439.29,0.07222009767075899,1.0
2022-01-25 00:00:00,2383.35,-0.02293290260690617,1.0
2022-01-25 08:00:00,2419.34,0.015100593702142007,1.0
2022-01-25 16:00:00,2458.83,0.016322633445485124,1.0
2022-01-26 00:00:00,2461.46,0.0010696144101056682,1.0
2022-01-26 08:00:00,2605.44,0.05849373948794612,1.0
2022-01-26 16:00:00,2462.99,-0.054674066568410784,1.0
2022-01-27 00:00:00,2403.78,-0.02403988647944144,1.0
2022-01-27 08:00:00,2479.84,0.03164183078318317,1.0
2022-01-27 16:00:00,2424.25,-0.022416768823795175,1.0
2022-01-28 00:00:00,2390.3,-0.014004331236464829,1.0
2022-01-28 08:00:00,2442.94,0.022022340292013443,1.0
2022-01-28 16:00:00,2544.99,0.04177343692436142,1.0
2022-01-29 00:00:00,2567.94,0.009017717161953653,1.0
2022-01-29 08:00:00,2543.36,-0.00957187473227561,1.0
2022-01-29 16:00:00,2601.43,0.022832001761449394,1.0
2022-01-30 00:00:00,2618.89,0.006711693184133338,1.0
2022-01-30 08:00:00,2617.2,-0.0006453115632959472,1.0
2022-01-30 16:00:00,2601.68,-0.005930001528350881,1.0
2022-01-31 00:00:00,2529.07,-0.027908889640539836,1.0
2022-01-31 08:00:00,2620.66,0.03621489322161886,1.0
2022-01-31 16:00:00,2686.94,0.025291338823044685,1.0
2022-02-01 00:00:00,2736.69,0.018515486017551597,1.0
2022-02-01 08:00:00,2768.54,0.01163814681239006,1.0
2022-02-01 16:00:00,2787.23,0.00675085062885139,1.0
2022-02-02 00:00:00,2749.36,-0.013586966271172396,1.0
2022-02-02 08:00:00,2663.9,-0.031083597637268312,1.0
2022-02-02 16:00:00,2680.67,0.006295281354405269,-1.0
2022-02-03 00:00:00,2671.4,-0.0034580907012052853,-1.0
2022-02-03 08:00:00,2640.01,-0.011750393052332053,-1.0
2022-02-03 16:00:00,2695.46,0.021003708319286662,-1.0
2022-02-04 00:00:00,2804.55,0.040471756212297816,1.0
2022-02-04 08:00:00,2871.78,0.023971760175429235,1.0
